2023-04-13 08:00:00,2023-04-13 09:00:00,2023-04-13 10:00:00,2023-04-13 11:00:00,2023-04-13 12:00:00,2023-04-13 13:00:00,2023-04-13 14:00:00,2023-04-13 15:00:00,2023-04-13 16:00:00,2023-04-13 17:00:00,2023-04-13 18:00:00,2023-04-13 19:00:00,2023-04-13 20:00:00,2023-04-13 21:00:00,2023-04-13 22:00:00,2023-04-13 23:00:00
341.6,431.4,471.6,399.8,420.8,413.3,289.9,205.3,141.7,75.8,9.9,0.0,0.0,0.0,0.0,0.0
2023-04-14 00:00:00,2023-04-14 01:00:00,2023-04-14 02:00:00,2023-04-14 03:00:00,2023-04-14 04:00:00,2023-04-14 05:00:00,2023-04-14 06:00:00,2023-04-14 07:00:00,2023-04-14 08:00:00,2023-04-14 09:00:00,2023-04-14 10:00:00,2023-04-14 11:00:00,2023-04-14 12:00:00,2023-04-14 13:00:00,2023-04-14 14:00:00,2023-04-14 15:00:00,2023-04-14 16:00:00,2023-04-14 17:00:00,2023-04-14 18:00:00,2023-04-14 19:00:00,2023-04-14 20:00:00,2023-04-14 21:00:00,2023-04-14 22:00:00,2023-04-14 23:00:00
0.0,0.0,0.0,0.0,11.9,52.2,108.2,239.3,408.5,467.7,421.4,545.1,584.4,499.5,417.9,332.9,219.3,99.8,13.0,0.0,0.0,0.0,0.0,0.0
2023-04-15 00:00:00,2023-04-15 01:00:00,2023-04-15 02:00:00,2023-04-15 03:00:00,2023-04-15 04:00:00,2023-04-15 05:00:00,2023-04-15 06:00:00,2023-04-15 07:00:00,2023-04-15 08:00:00,2023-04-15 09:00:00
0.0,0.0,0.0,0.0,24.6,123.9,249.9,377.4,488.8,577.9
