2023-04-13 08:00:00,2023-04-13 09:00:00,2023-04-13 10:00:00,2023-04-13 11:00:00,2023-04-13 12:00:00,2023-04-13 13:00:00,2023-04-13 14:00:00,2023-04-13 15:00:00,2023-04-13 16:00:00,2023-04-13 17:00:00,2023-04-13 18:00:00,2023-04-13 19:00:00,2023-04-13 20:00:00,2023-04-13 21:00:00,2023-04-13 22:00:00,2023-04-13 23:00:00
100.0,99.9,100.0,100.0,97.8,99.9,99.8,95.2,88.2,63.8,70.1,95.1,99.4,99.3,96.5,90.9
2023-04-14 00:00:00,2023-04-14 01:00:00,2023-04-14 02:00:00,2023-04-14 03:00:00,2023-04-14 04:00:00,2023-04-14 05:00:00,2023-04-14 06:00:00,2023-04-14 07:00:00,2023-04-14 08:00:00,2023-04-14 09:00:00,2023-04-14 10:00:00,2023-04-14 11:00:00,2023-04-14 12:00:00,2023-04-14 13:00:00,2023-04-14 14:00:00,2023-04-14 15:00:00,2023-04-14 16:00:00,2023-04-14 17:00:00,2023-04-14 18:00:00,2023-04-14 19:00:00,2023-04-14 20:00:00,2023-04-14 21:00:00,2023-04-14 22:00:00,2023-04-14 23:00:00
86.2,80.8,58.7,87.7,98.2,99.4,86.9,47.0,39.1,70.9,72.9,14.8,24.2,30.6,14.1,4.8,0.5,3.0,14.0,6.8,1.2,0.0,0.0,0.0
2023-04-15 00:00:00,2023-04-15 01:00:00,2023-04-15 02:00:00,2023-04-15 03:00:00,2023-04-15 04:00:00,2023-04-15 05:00:00,2023-04-15 06:00:00,2023-04-15 07:00:00,2023-04-15 08:00:00,2023-04-15 09:00:00
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
